product_title,product_rating,total_reviews,purchased_last_month,discounted_price,original_price,product_category,discount_percentage
"Soundcore by Anker P20i True Wireless Earbuds, 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Long Playtime, Water-Resistant, 2 Mics for AI Clear Calls, 22 Preset EQs, Customization via App",4.4,71952,10000,28.33,39.99,Laptops,29.16
"Roku Ultra - Ultimate Streaming Player - 4K Streaming Device for TV with HDR10+, Dolby Vision & Atmos - Bluetooth & Wi-Fi 6- Rechargeable Voice Remote Pro with Backlit Buttons - Free & Live TV",4.6,4543,10000,97.99,97.99,TV & Display,0
Apple USB-C Woven Charge Cable (2 m) â€‹â€‹â€‹â€‹â€‹â€‹â€‹,4.7,2665,10000,18.9,18.9,Chargers & Cables,0
"Apple 2025 MacBook Air 15-inch Laptop with M4 chip: Built for Apple Intelligence, 15.3-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",4.8,815,4000,919.08,919.08,Laptops,0
"DEWALT Heavy Duty Black Edition 2-in-1 Neckband Bluetooth Headphones w/Built-in Speakers, Jobsite Wearable Speaker & Around Neck, Wireless Headset, 60+ Hrs Hands-Free Music & Calls, Carry Pouch",4.4,1408,500,99.99,99.99,Phones,0
"Peak Design Slide Lite Camera Strap, Black, Configurable as a Sling, Neck or Shoulder Strap, Quick Release and Connection, Smooth and Grippy Side, Camera Straps for Photographers, 200 lb Capacity",4.7,7235,500,69.95,69.95,Cameras,0
"Monster Open AC601 Wireless Earbuds, Crystal Clear Call, USB-C Charging, Bluetooth 5.4 Open Earphones with ENC, IPX5 Waterproof Wireless Clip-on Earbud, 32H Playtime Earbuds (White)",4,1710,50,29.99,49.99,Phones,40.01
"Logitech G305 LIGHTSPEED Wireless Gaming Mouse, Hero 12K Sensor, 12,000 DPI, Lightweight, 6 Programmable Buttons, 250h Battery Life, On-Board Memory, PC/Mac - Black",4.6,34391,10000,24.83,24.83,Power & Batteries,0
"HP 923 Black, Cyan, Magenta, Yellow Ink Cartridges Printers | Works with Printer Series: OfficeJet 8120, OfficeJet Pro 8130 | Eligible for Instant Ink | 6C3Y6LN",4.6,1184,10000,93.89,93.89,Laptops,0
"Apple AirPods Max Wireless Over-Ear Headphones, Pro-Level Active Noise Cancellation, Transparency Mode, Personalized Spatial Audio, USB-C Charging, Bluetooth Headphones for iPhone - Midnight",4.6,2039,6000,549.15,549.15,Phones,0
"APC UPS Battery Backup and Surge Protector, 600VA/330 Watts Backup Battery Power Supply, BE600M1 Back-UPS with USB Charger Port",4.5,35746,10000,89,89,Chargers & Cables,0
Amazon Basics 24 Count AA & AAA High-Performance Alkaline Batteries Value Pack - 12 Double AA Batteries and 12 Triple AAA Batteries,4.7,36633,30000,10.35,11.87,Laptops,12.81
"Scotch Thermal Laminating Pouches, 200 Count, Clear, 3 mil., Ideal Office or School Supplies, Fits Letter Sized Paper (8.9 in. Ã— 11.4 in.)",4.9,28281,20000,24.99,43.29,Other Electronics,42.27
"Xbox Wireless Gaming Controller (2025) â€“ Carbon Black â€“ Play on Xbox, Windows, Android, iOS, FireTV Sticks, Smart TVs, VR Headsets",4.6,25104,10000,54,64.99,Phones,16.91
"Fitbit Charge 6 Fitness Tracker with Google apps, Heart Rate on Exercise Equipment, 6-Months Premium Membership Included, GPS, Health Tools and More, Obsidian/Black, One Size (S & L Bands Included)",4.1,8639,9000,119.95,159.95,Wearables,25.01
"Scotch TL901X Thermal Laminator, 1 Laminating Machine, Gray, Laminate School Assignments and Documents, for Dorm Room or School Supplies, 9 in.",4.7,59612,20000,39.99,45.79,Other Electronics,12.67
"Anker Power Bank(PowerCore 10K),Compact Travel-Ready 10,000mAh Battery Pack with PowerIQ Charging Technology,5V/3A High-Speed Charging for iPhone,iPad,and More (USB-C Input and Outputï¼ˆBlackï¼‰ï¼Œ1pack)",4.5,110456,10000,20.79,20.79,Laptops,0
"SAMSUNG T7 Portable SSD, 1TB External Solid State Drive, Speeds Up to 1,050MB/s, USB 3.2 Gen 2, Reliable Storage for Gaming, Students, Professionals, MU-PC1T0T/AM, Gray",4.7,35827,10000,79.99,109.99,Phones,27.28
"BIC Xtra Strong Mechanical Pencils with Erasers, Thick Point (0.9mm), 24-Count, Mechanical Pencils for School or Office Supplies",4.8,23494,40000,4.47,8.99,Other Electronics,50.28
"Razer Seiren V3 Chroma RGB USB Microphone: Stream & Game Reactive Lighting - Tap-to-Mute Sensor - Condenser Mic - Digital Gain Limiter & Shock Absorber - PC, Discord, OBS Studio, XSplit - Quartz Pink",4.5,171,,134.39,134.39,Phones,0
"Fila Smart Watch for Men Women (Answer/Make Calls), 1.95"" Fitness Watch with Heart Rate/Sleep Monitor, Step Counter, Fitness Tracker with 100+ Sports for Android iOS",4.7,63,,49.99,79.99,Phones,37.5
"TRANSFORMERS Wireless Earbuds Bluetooth 5.4 Open Ear Earbuds Over The Ear Earphones with Ear Hooks,60H Playtime,IPX5 Waterproof,Dual Mic Clear Call,for Running Workout,TF-T07 Sliver-Optimus Prime",4.2,154,200,23.99,32.99,Phones,27.28
"APC UPS 1500VA UPS Battery Backup and Surge Protector, BX1500M Backup Battery Power Supply, AVR, Dataline Protection",4.4,12343,8000,184.99,184.99,Power & Batteries,0
"Soundcore Anker Life Q20 Hybrid Active Noise Cancelling Headphones, Wireless Over Ear Bluetooth Headphones, 60H Playtime, Hi-Res Audio, Deep Bass, Foam Ear Cups, Travel, Office, USB-C Charging",4.5,89633,10000,43.09,43.09,Laptops,0
"Amazon Basics 2 Slice Toaster, With 6 Browning Settings, Extra Wide Slots For Bagels and Special Breads, Removable Easy-to-Clean Crumb Tray, Cancel/Defrost/Bagel Buttons, 900W, Black & Silver",4.3,37051,20000,23.74,23.74,Other Electronics,0
"Philips 22 inch Class Thin Full HD (1920 x 1080) Monitor, 100Hz Refresh Rate, VESA, HDMI x1, VGA x1, LowBlue Mode, Adaptive Sync, 4 Year Advance Replacement Warranty, 221V8LB",4.6,7425,10000,67.2,67.2,TV & Display,0
"SanDisk 128GB Ultra Flair USB 3.0 Flash Drive - SDCZ73-128G-G46, black",4.6,195798,10000,13.29,13.29,Storage,0
"Beats Studio Pro - Wireless Bluetooth Noise Cancelling Headphones - Personalized Spatial Audio, USB-C Lossless Audio, Apple & Android Compatibility, Up to 40 Hours Battery Life - Sandstone",4.5,22266,7000,171.13,171.13,Phones,0
"HP 58A Black Toner Cartridge | Works with HP LaserJet Enterprise M406 Series, MFP M430 Series, Pro M404 Series, M428 Series | CF258A",4.7,2965,7000,146.89,146.89,Laptops,0
"acer KB272 G0bi 27"" IPS Full HD (1920 x 1080) Gaming Office Monitor | Adaptive-Sync Support (FreeSync Compatible) | Up to 120Hz Refresh | 1ms (VRB) | sRGB 99% | Tilt | HDMI & VGA Ports",4.4,1101,9000,108.99,149.99,Laptops,27.34
"HP 67XL Tri-color High-yield Ink Cartridge for HP Printers | Works with Printer Series: DeskJet 1255, 2700, 4100; ENVY 6000, 6400 | Eligible for Instant Ink | 3YM58AN",4.7,27903,10000,36.89,36.89,Laptops,0
"TP-Link Deco X55 AX3000 WiFi 6 Mesh System - Covers up to 6500 Sq.Ft, Replaces Wireless Router and Extender, 3 Gigabit Ports per Unit, Supports Ethernet Backhaul, Deco X55(3-Pack)",4.4,15196,9000,139.99,199.99,Networking,30
"Amazon Basics 12-Pack C Cell Alkaline All-Purpose Batteries, 1.5 Volt, 5-Year Shelf Life",4.7,151397,30000,13.47,13.47,Power & Batteries,0
"SanDisk 256GB Ultra microSDXC UHS-I Memory Card with Adapter - Up to 150MB/s, C10, U1, Full HD, A1, MicroSD Card - SDSQUAC-256G-GN6MA [New Version]",4.7,219712,10000,19.99,25.99,Chargers & Cables,23.09
Nintendo Switchâ„¢ with Neon Blue and Neon Red Joyâ€‘Conâ„¢,4.7,9318,,297.77,339.99,Gaming,12.42
"EPSON 822 DURABrite Ultra Ink High Capacity Black & Standard Color Cartridge Combo Pack (T822XL-BCS) Works with WorkForce Pro WF-3820, WF-3823, WF-4820, WF-4830, WF-4833, WF-4834",4.6,4889,10000,87.39,87.39,Other Electronics,0
"TP-Link AX1800 WiFi 6 Router V4 (Archer AX21) â€“ Dual Band Wireless Internet, Gigabit, Easy Mesh, Works with Alexa - A Certified for Humans Device, Free Expert Support",4.4,22417,10000,54.98,99.99,Smart Home,45.01
"HP 62 Black/Tri-color Ink Cartridges for HP Printers (2-pack) | Works with Printer Series: ENVY 5540, 5640, 5660, 7640, OfficeJet 5740, 8040, OfficeJet Mobile 200, 250 | N9H64FN",4.7,27222,10000,54.89,54.89,Laptops,0
"Mounting Dream UL Listed TV Mount for Most 37-75 Inch TV, Universal Tilt TV Wall Mount Fit 16"", 18"", 24"" Stud with Loading Capacity 132lbs, Max Vesa 600 x 400mm, Low Profile Flat Wall Mount Bracket",4.7,111424,10000,29.99,35.99,TV & Display,16.67
"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)",4.1,32198,7000,,,Phones,
"Brother Genuine TN760 High Yield Black Toner Cartridge, (For use with MFC-L2710DW MFC-L2750DW HL-L2350DW HL-L2370DW HL-L2395DW HL-L2390DW DCP-L2550DW Printers)",4.7,33424,10000,91.9,91.9,Printers & Scanners,0
"Beats Studio Buds + | True Wireless Noise Cancelling Earbuds, Enhanced Apple & Android Compatibility, Built-in Microphone, Sweat Resistant Bluetooth Headphones, Spatial Audio - Black/Gold",4.1,5263,8000,92.95,92.95,Phones,0
"Beats Powerbeats Pro 2 Wireless Bluetooth Earbuds - Noise Cancelling, Heart Rate Monitor, IPX4, Up to 45H Battery & Charging Case, Works with Apple & Android - Jet Black",4.1,2120,8000,249.95,249.95,Phones,0
"Amazon Basics 10 Security-Tinted Self-Seal Business Letter Envelopes, Peel & Seal Adhesive Closure, White, 500-Pack",4.8,17025,20000,18.99,18.99,Other Electronics,0
"AMD Ryzen 7 7800X3D 8-Core, 16-Thread Desktop Processor",4.8,5729,5000,359,449,Laptops,20.04
"Logitech MK345 Wireless Keyboard and Mouse Combo with Palm Rest, 2.4 GHz USB Receiver, Compatible with PC, Laptop, Black",4.4,40618,10000,22.66,22.66,Laptops,0
"acer 7-in-1 Wireless Charging Station: Charger Stand for Multiple Devices for Apple - iPhone 16 15 14 13 12 Pro Max Apple Watch Airpods, Wireless Charger iPhone Charging Station with Bluetooth TimeSyn",4.3,598,5000,44.98,76.99,Laptops,41.58
"acer 311 Chromebook 2025 Flagship Slim Light Laptop, 11.6"" HD Display, Dual-Core Intel N4500 Processor (Upto 2.80GHz), 4GB RAM, 64GB eMMC, Wi-Fi 5, Webcam 8+ Hrs Battery, Chrome OS +HubxcelAccessory",4.2,69,50,229,229,Laptops,0
"KODAK 10.1 Inch WiFi Digital Picture Frame,1280x800 HD IPS Touch Screen, Electronic Smart Photo Frame with 32 GB Memory, Auto-Rotate, Instantly Share Photos/Videos Anywhere",4.1,264,,85.99,85.99,TV & Display,0
"HP 64XL Tri-color High-yield Ink Cartridge for HP Printers | Works with Printer Series: ENVY Inspire 7950e; ENVY Photo 6200, 7100, 7800; Tango | Eligible for Instant Ink | N9J91AN",4.7,18697,10000,68.89,68.89,Laptops,0
"Amazon Basics Wide Ruled Lined Writing Note Pads, 8.5 inch x 11.75 inch, White, 12 Count (12 Pack of 50)",4.7,113740,30000,11.72,11.72,TV & Display,0
"CyberPower CP1500PFCLCD PFC Sinewave UPS Battery Backup and Surge Protector, 1500VA/1000W, 12 Outlets, AVR, Mini Tower; UL Certified",4.5,14563,6000,239.95,239.95,Power & Batteries,0
"Duracell Coppertop AA Batteries with Power Boost Ingredients, 20 Count Pack Double A Battery with Long-lasting Power, Alkaline AA Battery for Household and Office Devices",4.8,109009,20000,17.85,18.99,Power & Batteries,6
Texas Instruments TI-Nspire CX II Color Graphing Calculator with Student Software (PC/Mac) White 3.54 x 7.48,4.6,3826,7000,148,165,Other Electronics,10.3
"Apple iPhone 14, 128GB, Midnight - Unlocked (Renewed)",4.1,6157,5000,,,Phones,
"HP 61 Black Ink Cartridge | Works with Printer Series: DeskJet 1000, 1010, 1050, 1510, 2050, 2510, 2540, 3000, 3050, 3510; ENVY 4500, 5530; OfficeJet 2620, 4630 | Eligible for Instant Ink | CH561WN",4.7,67513,20000,28.89,28.89,Laptops,0
"Amazon Basics Hanging Organizer File Folders for Efficient Filing, Sturdy, Adjustable Tabs, Letter Size, Pack of 25, Green",4.7,89487,20000,9.27,13.33,Other Electronics,30.46
"Powermax 24-Count Double AA Batteries, Ultra Long Lasting Alkaline Battery for Home and Office, 10-Year Shelf Life, Reclosable Packaging",4.6,18220,40000,7.11,7.79,Power & Batteries,8.73
"Apple Pencil (2nd Generation): Device Compatibility Check Required - Pixel-Perfect Precision, Perfect for Note-Taking, Drawing, and Signing documents. Attaches, Charges, and Pairs magnetically.",4.7,94055,10000,77.42,77.42,Phones,0
"HP 148A Black Laserjet Toner Cartridge | This Cartridge Works Laserjet Pro 4001, MFP 4101 | W1480A",4.7,549,7000,140.89,140.89,Laptops,0
"HP 962XL Black High-yield Ink Cartridge for HP Printers | Works with Printer Series: OfficeJet 9010, Pro 9010, 9020 | Eligible for Instant Ink | 3JA03AN",4.7,12972,10000,63.89,63.89,Laptops,0
"Baseus 2 Pack 65W USB C Charger Block, PPS 3-Port Fast Compact Foldable USB C Charger for MacBook, iPad Pro, Galaxy S24, iPhone 16/15 and More Series",4.8,65,1000,29.99,49.99,Laptops,40.01
"Sanus Height Adjustable Speaker Stand for Sonos Era 300â„¢ - 17"" Height Adjustment Sonos Stand Includes Carpet Spikes & Rubber Pads - Easy DIY Install Comes w/All Hardware - White",4.4,45,,179.99,179.99,Speakers,0
"Peak Design Slide Lite Camera Strap, Black, Configurable as a Sling, Neck or Shoulder Strap, Quick Release and Connection, Smooth and Grippy Side, Camera Straps for Photographers, 200 lb Capacity",4.7,7235,500,69.95,69.95,Cameras,0
"Powermax 24-Count Triple AAA Batteries, Ultra Long Lasting Alkaline Battery for Home and Office, 10-Year Shelf Life, Reclosable Packaging",4.6,25884,40000,6.99,6.99,Power & Batteries,0
"HP 65 Black/Tri-color Ink Cartridges for HP Printers (2-pack) | Works with Printer Series: AMP 100, DeskJet 2600, 3700, ENVY 5000 | Eligible for Instant Ink | T0A36AN",4.7,40282,10000,43.89,43.89,Laptops,0
Apple Magic Mouse - White Multi-Touch Surface â€‹â€‹â€‹â€‹â€‹â€‹â€‹,4.6,19802,10000,59.57,59.57,Laptops,0
"Logitech MK540 Advanced Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Unifying USB-Receiver, Multimedia Hotkeys, 3-Year Battery Life, for PC, Laptop",4.4,1729,10000,46.01,46.01,Laptops,0
"Sony WH-CH720N Noise Canceling Wireless Headphones Bluetooth Over The Ear Headset with Microphone and Alexa Built-in, Black New",4.4,11704,10000,,,Phones,
"Scotch Thermal Laminating Pouches, 100 Count, Clear, 5 mil, Laminate Business Cards, Small Banners, Essays, Office or School Supplies, Fits Letter Size 8.9x11.4 in Paper",4.9,9929,10000,23.5,30,Other Electronics,21.67
Apple AirPods Pro Wireless Earbuds with MagSafe Charging Case (Renewed),3.8,2913,10000,,,Headphones,
"SanDisk 1TB Extreme Portable SSD - Up to 1050MB/s, USB-C, USB 3.2 Gen 2, IP65 Water and Dust Resistance, Updated Firmware - External Solid State Drive - SDSSDE61-1T00-G25",4.6,80952,10000,103.9,129.99,Storage,20.07
"Amazon Basics 12-Pack D Cell Alkaline All-Purpose Batteries, 1.5 Volt, 5-Year Shelf Life",4.7,129016,20000,17.49,17.49,Power & Batteries,0
"BIC Round Stic Xtra Life Ballpoint Pen, Ultra Long Lasting and Consistent Ink Flow, 60-Count in Black Ink",4.7,114733,30000,6.74,6.74,Other Electronics,0
"HP 64 Black Ink Cartridge for HP Printers | Works with Printer Series: ENVY Inspire 7950e; ENVY Photo 6200, 7100, 7800; Tango | Eligible for Instant Ink | N9J90AN",4.6,33075,10000,25.89,25.89,Laptops,0
Dell 65W USB-C Laptop Charger for XPS and Latitude 5000 - Power Cord Included,4.5,2171,10000,23.29,23.29,Laptops,0
"ASUS Vivobook Ultrathin Go Laptop 2024Newest, 14'' FHD Display, Dual-Core Intel Celeron N4500 (Upto 2.80GHz), 4GB RAM, 128GB (64GB eMMC+64GB SD), Webcam, Long Battery, Windows 11S +MarxsolAccessory",2.8,14,,229,229,Laptops,0
"Fila Smart Watch for Men Women (Answer/Make Calls), 1.95"" Fitness Watch with Heart Rate/Sleep Monitor, Step Counter, Fitness Tracker with 100+ Sports for Android iOS",4.7,63,,49.99,79.99,Phones,37.5
"Razer Seiren V3 Chroma RGB USB Microphone: Stream & Game Reactive Lighting - Tap-to-Mute Sensor - Condenser Mic - Digital Gain Limiter & Shock Absorber - PC, Discord, OBS Studio, XSplit - Quartz Pink",4.5,171,,134.39,134.39,Phones,0
"KODAK 10.1 Inch WiFi Digital Picture Frame,1280x800 HD IPS Touch Screen, Electronic Smart Photo Frame with 32 GB Memory, Auto-Rotate, Instantly Share Photos/Videos Anywhere",4.1,264,,85.99,85.99,TV & Display,0
"DYMO LetraTag LT-100H Handheld Aesthetic Label Maker | ABC Keyboard Label Printer with Easy-to-Use, 13 Character LCD Screen | Great for Home & Office Organization | Pink (New)",4.6,43940,1000,29.99,29.99,TV & Display,0
"Sanus Height Adjustable Speaker Stand for Sonos Era 300â„¢ - 17"" Height Adjustment Sonos Stand Includes Carpet Spikes & Rubber Pads - Easy DIY Install Comes w/All Hardware - White",4.4,45,,179.99,179.99,Speakers,0
"TP-Link AC1900 WiFi Range Extender RE550 | Dual-Band Wireless Repeater Amplifier w/Gigabit Ethernet Port | Up to 2200 Sq. Ft., 32 Devices | Internet Signal Booster | APP Setup | EasyMesh Compatible",4.4,17726,10000,49.99,79.99,Networking,37.5
"HP 65 Black Ink Cartridge for HP Printers | Works with Printer Series: AMP 100, DeskJet 2600, 3700; ENVY 5000 | Eligible for Instant Ink | N9K02AN",4.7,92678,20000,22.89,22.89,Laptops,0
"Avery Easy Peel Printable Address Labels with Sure Feed, 1"" x 2-5/8"" Customizable Stickers, White, 3,000 Blank Mailing Labels, Great for Mailing, Shipping, and More (5160)",4.8,20128,10000,26.99,26.99,Other Electronics,0
"Acer USB Hub 4 Ports, Multiple USB 3.0 Hub, USBA Splitter for Laptop with Type C Power Port, Extender for A Port Laptop, PC, Desktop and More (2ft)",4.6,8570,10000,9.98,22.99,Laptops,56.59
"Amazon Basics 2.4 Ghz Wireless Optical Computer Mouse with USB Nano Receiver, Black",4.5,61499,10000,11.99,11.99,Other Electronics,0
"HP 62XL Black High-yield Ink Cartridges for HP Printers | Works with Printer Series: ENVY 5540, 5640, 5660, 7640, OfficeJet 5740, 8040, OfficeJet Mobile 200, 250 | Instant Ink | C2P05AN",4.7,28081,10000,57.99,57.99,Laptops,0
"Bose QuietComfort Bluetooth Headphones, Wireless Headphones with Active Over Ear Noise Cancelling and Mic, Deep Bass, Up to 24 Hours of Playtime, Black",4.6,12875,5000,228,228,Phones,0
"HP 952XL Black High-yield Ink Cartridge for HP Printers | Works with HP OfficeJet 8702; HP OfficeJet Pro 7720, 7740, 8210, 8216, 8710, 8715, 8720, 8725, 8730, 8740 | Eligible for Instant Ink | F6U19AN",4.7,21145,10000,70.89,70.89,Laptops,0
"HP Color Laserjet Pro MFP 3301sdw Wireless All-in-One Color Laser Printer, Scanner, Copier, Best-for-Office (499Q3F)",4.2,496,4000,539,539,Laptops,0
"JBL FLIP 5, Waterproof Portable Bluetooth Speaker, Black, Small",4.8,81751,10000,84.99,84.99,Speakers,0
"HP 206X Black High-yield Toner Cartridge | Works with HP Color LaserJet Pro M255, HP Color LaserJet Pro MFP M282, M283 Series | W2110X, Pack of 1, Black",4.7,2919,7000,129.89,129.89,Laptops,0
"HP 902XL Black High-yield Ink Cartridge for HP Printers | Works with Printer Series: OfficeJet 6954, 6958, 6962, OfficeJet Pro 6968, 6975,, 6978 | Eligible for Instant Ink | T6M14AN",4.6,28351,10000,57.89,78,Laptops,25.78
"Peak Design Slide Lite Camera Strap, Black, Configurable as a Sling, Neck or Shoulder Strap, Quick Release and Connection, Smooth and Grippy Side, Camera Straps for Photographers, 200 lb Capacity",4.7,7235,500,69.95,69.95,Cameras,0
"Razer Seiren V3 Chroma RGB USB Microphone: Stream & Game Reactive Lighting - Tap-to-Mute Sensor - Condenser Mic - Digital Gain Limiter & Shock Absorber - PC, Discord, OBS Studio, XSplit - Quartz Pink",4.5,171,,134.39,134.39,Phones,0
"Fila Smart Watch for Men Women (Answer/Make Calls), 1.95"" Fitness Watch with Heart Rate/Sleep Monitor, Step Counter, Fitness Tracker with 100+ Sports for Android iOS",4.7,63,,49.99,79.99,Phones,37.5
"DJI Mini 3 Fly More Combo (DJI RC), Drones with Camera for Adults 4K, 3 Batteries for 114-min Flight Time, Vertical Shooting, 32800ft (10km) Video Transmission, Lightweight Mini Drone for Beginners",4.5,4841,3000,659,719,Cameras,8.34
"DJI Mini 4K, Drone with 4K UHD Camera for Adults, Under 249 g, 3-Axis Gimbal Stabilization, 10km Video Transmission, Auto Return, Wind Resistance, 1 Battery for 31-Min Max Flight Time, Intelligent Flight",4.6,17686,7000,399,399,Laptops,0
"Apple iPad mini (A17 Pro): Apple Intelligence, 8.3-inch Liquid Retina Display, 128GB, Wi-Fi 6E, 12MP Front/12MP Back Camera, Touch ID, All-Day Battery Life â€” Space Gray",4.7,1527,3000,383.93,383.93,Laptops,0
"HP OfficeJet Pro 9125e All-in-One Printer, Color, Printer-for-Small Medium Business, Print, Copy, scan, fax,Touchscreen; Smart Advance Scan, 3 month Instant Ink trial included",3.6,2411,6000,209.99,299.89,Laptops,29.98
"TP-Link TL-SG105, 5 Port Gigabit Unmanaged Ethernet Switch, Network Hub, Ethernet Splitter, Plug & Play, Fanless Metal Design, Shielded Ports, Traffic Optimization",4.7,133194,10000,12.99,24.99,Networking,48.02
"HP Original 67 Tri-Color / 67XL Black Ink Cartridges (2-Pack) | Works DeskJet 1255, 2700, 4100 Series Envy 6000, 6400 Series | Eligible for Instant Ink | 3YP30AN",4.7,4018,10000,51.92,51.92,Laptops,0
Texas Instruments TI-Nspire CX II CAS Color Graphing Calculator with Student Software (PC/Mac),4.6,8952,6000,151.99,175,Other Electronics,13.15
"Amazon Basics Classic Puresoft PU Padded Mid-Back Height Adjustable Office Computer Desk Chair with Armrest, 26""D x 23.75""W x 42""H, Black",4.2,38911,8000,79.96,79.96,Other Electronics,0
"Epson EcoTank ET-4800 Wireless All-in-One Cartridge-Free Supertank Printer with Scanner, Copier, Fax, ADF and Ethernet â€“ Ideal-for Your Home Office, White",4,4527,5000,259.99,299.99,Networking,13.33
Texas Instruments TI-36X Pro Engineering/Scientific Calculator | 9.7 Inch | Black.,4.8,22149,10000,20.73,25,Other Electronics,17.08
"Sony WH-1000XM6 The Best Wireless Noise Canceling Headphones, HD NC Processor QN3, 12 Microphones, Adaptive NC Optimizer, Mastered by Engineers, Studio-Quality, 30-Hour Battery, Black",4.4,723,4000,448,448,Phones,0
"Amazon Basics Surge Protector Power Strip, 6-Outlet, 790 Joules, LED Indicator, 6ft Extension Cord, White",4.8,43285,10000,10.14,10.14,TV & Display,0
"RCA 10.1"" WiFi Digital Picture Frame Uhale App Photo Frames Electronic HD IPS Touch Screen Display with 32GB Memory LED Lights, Support USB/SD Card, Slideshow, Instantly Share Photos Videos",4,5,,59.99,79.99,Storage,25
"DYMO LabelManager 160 Portable Label Maker Bundle, Easy-to-Use, One-Touch Smart Keys, QWERTY Keyboard, Large Display, For Home & Office Organization, Includes 3 D1 label cassettes",4.6,30942,4000,59.22,59.22,TV & Display,0
"LISEN Retractable Car Charger, 69W USB C Car Accessories Adapter for iPhone 16 USB C Charger Fast Charging,Gifts for Women Men, Travel Essentials, Truck Accessories, for iPhone 16 Pro Max 15 14 13 12",4.6,10222,10000,16.99,27.99,Phones,39.3
"Amazon Basics 3-Button USB Wired Mouse with Scrolling and Tracking - Standard, Black",4.6,88282,10000,6.75,6.75,Other Electronics,0
"Fitbit Versa 4 Fitness Smartwatch with Daily Readiness, GPS, 24/7 Heart Rate, 40+ Exercise Modes, Sleep Tracking and more, Black/Graphite, One Size (S & L Bands Included)",4.3,15877,6000,149.95,199.95,Wearables,25.01
"Duracell Coppertop D Batteries, 8 Count Pack, D Battery with Long-lasting Power, All-Purpose Alkaline D Battery for Household and Office Devices",4.8,34183,10000,16.98,18.99,Power & Batteries,10.58
"Lasko Wind Machine Fan, Air Circulator Fan with 3 Speeds, 20"" Model 3300, Gray",4.4,16987,10000,39.97,39.97,Other Electronics,0
"Energizer CR2032 Lithium 3V Coin Batteries for Watches, AirTags, Key Fobs, Small Electronics (10 Pack)",4.8,3688,20000,13.53,13.53,Wearables,0
"DJI Osmo Mobile 7P Gimbal Stabilizer for iPhone, Android, Native Tracking, Lighting, 3-Axis Phone Gimbal, Quick Launch, One-Tap Edit, Built-in Extension Rod & Tripod, 10hrs Use, Phone Charging",4.6,2246,7000,145,145,Phones,0
"Brother P-Touch, PTD210, Easy-to-Use Label Maker Bundle (4 Label Tapes Included), White, Small",4.6,3398,10000,59.99,59.99,Other Electronics,0
"Amazon Kindle Paperwhite 16GB (newest model) â€“ Our fastest Kindle ever, with new 7"" glare-free display, and weeks of battery life â€“ Without lockscreen ads â€“ Black",4.6,10602,,179.99,179.99,TV & Display,0
"Anker Portable Charger, 10,000mAh 30W Power Bank, USB-C in and Out Fast Charging Battery Pack, Travel Essential Phone Power Bank, for iPhone 16/15, iPad, MacBook, Galaxy, Google, and More",4.6,8134,10000,14.49,14.49,Laptops,0
"Crucial P310 1TB 2280 PCIe Gen4 3D NAND NVMe M.2 SSD â€“ Up to 7,100 MB/s â€“ Shift up to Gen4, with Acronis Offer, Internal Solid State Drive (PC) â€“ CT1000P310SSD801",4.7,3470,9000,64.99,97.99,Storage,33.68
"Energizer AA Batteries, MAX Double A Battery Alkaline, 24 Count",4.8,32954,10000,16.49,21.98,Power & Batteries,24.98
